BIBLIOTECA;MÉTODO;EXCEÇÃO;#ISSUES;#REPOSITÓRIOS;#STACKTRACES
ant-1.10.3.jar;org.apache.tools.ant.DirectoryScanner.scan;java.lang.IllegalStateException;3;1;3
ant-1.10.3.jar;org.apache.tools.ant.dispatch.DispatchUtils.execute;java.lang.IllegalStateException;2;2;2
ant-1.10.3.jar;org.apache.tools.ant.dispatch.DispatchUtils.execute;java.lang.RuntimeException;1;1;6
ant-1.10.3.jar;org.apache.tools.ant.dispatch.DispatchUtils.execute;java.lang.StringIndexOutOfBoundsException;1;1;1
ant-1.10.3.jar;org.apache.tools.ant.dispatch.DispatchUtils.execute;org.sonar.api.utils.SonarException;1;1;1
ant-1.10.3.jar;org.apache.tools.ant.helper.DefaultExecutor.executeTargets;java.lang.IllegalStateException;2;2;2
ant-1.10.3.jar;org.apache.tools.ant.helper.DefaultExecutor.executeTargets;java.lang.StringIndexOutOfBoundsException;1;1;1
ant-1.10.3.jar;org.apache.tools.ant.helper.DefaultExecutor.executeTargets;org.sonar.api.utils.SonarException;1;1;1
ant-1.10.3.jar;org.apache.tools.ant.helper.SingleCheckExecutor.executeTargets;java.lang.RuntimeException;1;1;5
ant-1.10.3.jar;org.apache.tools.ant.Main.startAnt;java.lang.IllegalStateException;2;2;2
ant-1.10.3.jar;org.apache.tools.ant.Main.startAnt;java.lang.StringIndexOutOfBoundsException;1;1;1
ant-1.10.3.jar;org.apache.tools.ant.Project.executeSortedTargets;java.lang.IllegalStateException;2;2;2
ant-1.10.3.jar;org.apache.tools.ant.Project.executeSortedTargets;java.lang.RuntimeException;1;1;6
ant-1.10.3.jar;org.apache.tools.ant.Project.executeSortedTargets;java.lang.StringIndexOutOfBoundsException;1;1;1
ant-1.10.3.jar;org.apache.tools.ant.Project.executeSortedTargets;org.sonar.api.utils.SonarException;1;1;1
ant-1.10.3.jar;org.apache.tools.ant.Project.executeTarget;java.lang.IllegalStateException;2;2;2
ant-1.10.3.jar;org.apache.tools.ant.Project.executeTarget;java.lang.RuntimeException;1;1;5
ant-1.10.3.jar;org.apache.tools.ant.Project.executeTarget;java.lang.StringIndexOutOfBoundsException;1;1;1
ant-1.10.3.jar;org.apache.tools.ant.Project.executeTarget;org.sonar.api.utils.SonarException;1;1;1
ant-1.10.3.jar;org.apache.tools.ant.Project.executeTargets;java.lang.IllegalStateException;2;2;2
ant-1.10.3.jar;org.apache.tools.ant.Project.executeTargets;java.lang.RuntimeException;1;1;5
ant-1.10.3.jar;org.apache.tools.ant.Project.executeTargets;java.lang.StringIndexOutOfBoundsException;1;1;1
ant-1.10.3.jar;org.apache.tools.ant.Project.executeTargets;org.sonar.api.utils.SonarException;1;1;1
ant-1.10.3.jar;org.apache.tools.ant.ProjectHelper.addLocationToBuildException;java.lang.RuntimeException;1;1;4
ant-1.10.3.jar;org.apache.tools.ant.Target.execute;java.lang.IllegalStateException;2;2;2
ant-1.10.3.jar;org.apache.tools.ant.Target.execute;java.lang.RuntimeException;1;1;6
ant-1.10.3.jar;org.apache.tools.ant.Target.execute;java.lang.StringIndexOutOfBoundsException;1;1;1
ant-1.10.3.jar;org.apache.tools.ant.Target.execute;org.sonar.api.utils.SonarException;1;1;1
ant-1.10.3.jar;org.apache.tools.ant.Target.performTasks;java.lang.IllegalStateException;2;2;2
ant-1.10.3.jar;org.apache.tools.ant.Target.performTasks;java.lang.RuntimeException;1;1;6
ant-1.10.3.jar;org.apache.tools.ant.Target.performTasks;java.lang.StringIndexOutOfBoundsException;1;1;1
ant-1.10.3.jar;org.apache.tools.ant.Target.performTasks;org.sonar.api.utils.SonarException;1;1;1
ant-1.10.3.jar;org.apache.tools.ant.Task.perform;java.lang.IllegalStateException;2;2;2
ant-1.10.3.jar;org.apache.tools.ant.Task.perform;java.lang.RuntimeException;1;1;6
ant-1.10.3.jar;org.apache.tools.ant.Task.perform;java.lang.StringIndexOutOfBoundsException;1;1;1
ant-1.10.3.jar;org.apache.tools.ant.Task.perform;org.sonar.api.utils.SonarException;1;1;1
ant-1.10.3.jar;org.apache.tools.ant.TaskAdapter.execute;java.lang.RuntimeException;1;1;2
ant-1.10.3.jar;org.apache.tools.ant.taskdefs.Ant.execute;java.lang.RuntimeException;1;1;8
ant-1.10.3.jar;org.apache.tools.ant.UnknownElement.execute;java.lang.IllegalArgumentException;1;1;1
ant-1.10.3.jar;org.apache.tools.ant.UnknownElement.execute;java.lang.IllegalStateException;2;2;2
ant-1.10.3.jar;org.apache.tools.ant.UnknownElement.execute;java.lang.RuntimeException;2;2;7
ant-1.10.3.jar;org.apache.tools.ant.UnknownElement.execute;java.lang.StringIndexOutOfBoundsException;1;1;1
assertj-core-3.10.0.jar;org.assertj.core.api.AbstractAssert.overridingErrorMessage;java.util.UnknownFormatConversionException;1;1;1
assertj-core-3.10.0.jar;org.assertj.core.api.AbstractIterableAssert.containsOnlyOnce;java.lang.IllegalArgumentException;1;1;1
assertj-core-3.10.0.jar;org.assertj.core.internal.Iterables.assertContainsOnlyOnce;java.lang.IllegalArgumentException;1;1;1
assertj-core-3.10.0.jar;org.assertj.core.internal.StandardComparisonStrategy.isGreaterThan;java.lang.IllegalArgumentException;1;1;1
clojure-1.9.0.jar;clojure.lang.AFn.applyTo;java.lang.IllegalArgumentException;1;1;1
clojure-1.9.0.jar;clojure.lang.AFn.applyTo;java.lang.RuntimeException;2;1;2
clojure-1.9.0.jar;clojure.lang.AFn.applyTo;java.util.concurrent.RejectedExecutionException;1;1;1
clojure-1.9.0.jar;clojure.lang.AFn.applyTo;java.util.ConcurrentModificationException;1;1;1
clojure-1.9.0.jar;clojure.lang.AFn.applyTo;kafka.common.OffsetOutOfRangeException;1;1;1
clojure-1.9.0.jar;clojure.lang.AFn.applyToHelper;java.lang.IllegalArgumentException;1;1;1
clojure-1.9.0.jar;clojure.lang.AFn.applyToHelper;java.lang.RuntimeException;2;1;2
clojure-1.9.0.jar;clojure.lang.AFn.applyToHelper;java.util.concurrent.RejectedExecutionException;1;1;1
clojure-1.9.0.jar;clojure.lang.AFn.applyToHelper;java.util.ConcurrentModificationException;1;1;1
clojure-1.9.0.jar;clojure.lang.AFn.applyToHelper;kafka.common.OffsetOutOfRangeException;1;1;1
clojure-1.9.0.jar;clojure.lang.AFn.call;java.util.concurrent.RejectedExecutionException;1;1;1
clojure-1.9.0.jar;clojure.lang.AFn.run;java.lang.IllegalArgumentException;1;1;1
clojure-1.9.0.jar;clojure.lang.AFn.run;java.lang.IllegalStateException;1;1;1
clojure-1.9.0.jar;clojure.lang.AFn.run;java.lang.RuntimeException;3;1;3
clojure-1.9.0.jar;clojure.lang.AFn.run;java.util.ConcurrentModificationException;2;2;2
clojure-1.9.0.jar;clojure.lang.AFn.run;kafka.common.OffsetOutOfRangeException;2;2;2
clojure-1.9.0.jar;clojure.lang.ChunkedCons.chunkedNext;java.lang.RuntimeException;1;1;1
clojure-1.9.0.jar;clojure.lang.ChunkedCons.next;java.lang.RuntimeException;1;1;1
clojure-1.9.0.jar;clojure.lang.Compiler.eval;java.lang.IllegalStateException;1;1;1
clojure-1.9.0.jar;clojure.lang.LazySeq.seq;java.lang.IllegalArgumentException;1;1;1
clojure-1.9.0.jar;clojure.lang.LazySeq.seq;java.lang.RuntimeException;1;1;1
clojure-1.9.0.jar;clojure.lang.LispReader.read;java.lang.RuntimeException;1;1;1
clojure-1.9.0.jar;clojure.lang.MultiFn.invoke;java.lang.IllegalArgumentException;1;1;1
clojure-1.9.0.jar;clojure.lang.MultiFn.invoke;java.lang.RuntimeException;1;1;1
clojure-1.9.0.jar;clojure.lang.Reflector.invokeInstanceMethod;java.lang.IllegalArgumentException;1;1;1
clojure-1.9.0.jar;clojure.lang.Reflector.invokeInstanceMethod;java.lang.IllegalStateException;1;1;1
clojure-1.9.0.jar;clojure.lang.Reflector.invokeInstanceMethod;java.util.NoSuchElementException;1;1;1
clojure-1.9.0.jar;clojure.lang.Reflector.invokeNoArgInstanceMember;java.util.ConcurrentModificationException;1;1;1
clojure-1.9.0.jar;clojure.lang.RestFn.applyTo;java.lang.RuntimeException;3;3;3
clojure-1.9.0.jar;clojure.lang.RestFn.applyTo;java.util.concurrent.RejectedExecutionException;1;1;1
clojure-1.9.0.jar;clojure.lang.RestFn.invoke;java.lang.IllegalStateException;1;1;1
clojure-1.9.0.jar;clojure.lang.RestFn.invoke;java.lang.RuntimeException;3;2;3
clojure-1.9.0.jar;clojure.lang.RestFn.invoke;java.util.concurrent.RejectedExecutionException;1;1;1
clojure-1.9.0.jar;clojure.lang.RestFn.invoke;java.util.NoSuchElementException;1;1;1
clojure-1.9.0.jar;clojure.lang.RT.next;java.lang.RuntimeException;1;1;1
clojure-1.9.0.jar;clojure.lang.RT.readString;java.lang.RuntimeException;1;1;1
clojure-1.9.0.jar;clojure.lang.RT.seq;java.lang.IllegalArgumentException;1;1;1
clojure-1.9.0.jar;clojure.lang.RT.seq;java.lang.RuntimeException;1;1;1
clojure-1.9.0.jar;clojure.lang.Util.runtimeException;java.lang.RuntimeException;1;1;1
commons-beanutils-1.9.3.jar;org.apache.commons.beanutils.converters.AbstractConverter.convert;org.apache.commons.beanutils.ConversionException;1;1;1
commons-beanutils-1.9.3.jar;org.apache.commons.beanutils.converters.ConverterFacade.convert;org.apache.commons.beanutils.ConversionException;1;1;1
commons-beanutils-1.9.3.jar;org.apache.commons.beanutils.ConvertUtilsBean.convert;org.apache.commons.beanutils.ConversionException;1;1;1
commons-httpclient-3.1.jar;org.apache.commons.httpclient.HttpMethodBase.setURI;java.lang.IllegalStateException;1;1;1
commons-httpclient-3.1.jar;org.apache.commons.httpclient.HttpMethodDirector.executeMethod;java.lang.IllegalStateException;1;1;1
commons-httpclient-3.1.jar;org.apache.commons.httpclient.MultiThreadedHttpConnectionManager.getConnectionWithTimeout;java.lang.IllegalStateException;1;1;1
commons-httpclient-3.1.jar;org.apache.commons.httpclient.protocol.Protocol.getProtocol;java.lang.IllegalStateException;1;1;1
commons-io-2.6.jar;org.apache.commons.io.monitor.FileAlterationMonitor.run;org.mozilla.javascript.JavaScriptException;1;1;1
commons-io-2.6.jar;org.apache.commons.io.monitor.FileAlterationObserver.checkAndNotify;org.mozilla.javascript.JavaScriptException;1;1;1
commons-lang-2.6.jar;org.apache.commons.lang.math.RandomUtils.nextInt;java.lang.IllegalArgumentException;1;1;1
commons-lang-2.6.jar;org.apache.commons.lang.Validate.isTrue;java.lang.IllegalArgumentException;10;6;11
commons-lang-2.6.jar;org.apache.commons.lang.Validate.noNullElements;java.lang.IllegalArgumentException;1;1;1
commons-lang-2.6.jar;org.apache.commons.lang.Validate.notEmpty;java.lang.IllegalArgumentException;2;2;3
commons-lang-2.6.jar;org.apache.commons.lang.Validate.notNull;java.lang.IllegalArgumentException;1;1;1
commons-logging-1.2.jar;org.apache.commons.logging.impl.Log4JLogger.info;javax.validation.ConstraintViolationException;1;1;1
commons-logging-1.2.jar;org.apache.commons.logging.impl.LogFactoryImpl.getInstance;org.apache.commons.logging.LogConfigurationException;2;1;2
commons-logging-1.2.jar;org.apache.commons.logging.LogFactory.getLog;org.apache.commons.logging.LogConfigurationException;2;1;2
dom4j-1.6.1.jar;org.dom4j.DocumentFactory.createText;java.lang.IllegalArgumentException;1;1;1
dom4j-1.6.1.jar;org.dom4j.tree.AbstractElement.addText;java.lang.IllegalArgumentException;1;1;1
dom4j-1.6.1.jar;org.dom4j.tree.AbstractElement.setText;java.lang.IllegalArgumentException;1;1;1
groovy-all-2.4.15.jar;groovy.json.JsonLexer.nextToken;groovy.json.JsonException;2;2;2
groovy-all-2.4.15.jar;groovy.json.JsonSlurper.parse;groovy.json.JsonException;1;1;1
groovy-all-2.4.15.jar;groovy.lang.Closure.call;com.thinkaurelius.titan.core.TitanException;4;1;5
groovy-all-2.4.15.jar;groovy.lang.Closure.call;groovy.json.JsonException;1;1;1
groovy-all-2.4.15.jar;groovy.lang.Closure.call;java.lang.IllegalArgumentException;2;2;2
groovy-all-2.4.15.jar;groovy.lang.Closure.call;java.lang.RuntimeException;2;2;3
groovy-all-2.4.15.jar;groovy.lang.Closure.call;java.util.ConcurrentModificationException;1;1;1
groovy-all-2.4.15.jar;groovy.lang.Closure.call;org.hibernate.StaleObjectStateException;2;1;4
groovy-all-2.4.15.jar;groovy.lang.DelegatingMetaClass.invokeMethod;java.lang.IllegalArgumentException;1;1;1
groovy-all-2.4.15.jar;groovy.lang.DelegatingMetaClass.invokeMethod;java.lang.IllegalStateException;2;1;2
groovy-all-2.4.15.jar;groovy.lang.DelegatingMetaClass.invokeMethod;java.lang.StringIndexOutOfBoundsException;1;1;1
groovy-all-2.4.15.jar;groovy.lang.ExpandoMetaClass.getProperty;org.hibernate.exception.LockAcquisitionException;1;1;1
groovy-all-2.4.15.jar;groovy.lang.ExpandoMetaClass.invokeMethod;java.lang.IllegalArgumentException;1;1;1
groovy-all-2.4.15.jar;groovy.lang.ExpandoMetaClass.invokeMethod;org.hibernate.exception.LockAcquisitionException;1;1;1
groovy-all-2.4.15.jar;groovy.lang.ExpandoMetaClass.invokeMethod;org.hibernate.LazyInitializationException;1;1;3
groovy-all-2.4.15.jar;groovy.lang.ExpandoMetaClass.invokeMethod;org.hibernate.StaleObjectStateException;2;1;4
groovy-all-2.4.15.jar;groovy.lang.GroovyClassLoader.parseClass;java.lang.IllegalStateException;1;1;1
groovy-all-2.4.15.jar;groovy.lang.GroovyClassLoader.parseClass;org.codehaus.groovy.control.MultipleCompilationErrorsException;1;1;1
groovy-all-2.4.15.jar;groovy.lang.GroovyObjectSupport.invokeMethod;java.lang.IllegalArgumentException;1;1;1
groovy-all-2.4.15.jar;groovy.lang.GroovyShell.evaluate;java.lang.IllegalArgumentException;1;1;1
groovy-all-2.4.15.jar;groovy.lang.GroovyShell.run;java.lang.IllegalArgumentException;1;1;1
groovy-all-2.4.15.jar;groovy.lang.GroovyShell.run;java.lang.RuntimeException;1;1;1
groovy-all-2.4.15.jar;groovy.lang.MetaBeanProperty.getProperty;org.hibernate.LazyInitializationException;1;1;3
groovy-all-2.4.15.jar;groovy.lang.MetaClassImpl.getProperty;org.hibernate.exception.LockAcquisitionException;1;1;1
groovy-all-2.4.15.jar;groovy.lang.MetaClassImpl.invokeMethod;com.esotericsoftware.kryo.KryoException;1;1;1
groovy-all-2.4.15.jar;groovy.lang.MetaClassImpl.invokeMethod;com.thinkaurelius.titan.core.TitanException;14;1;14
groovy-all-2.4.15.jar;groovy.lang.MetaClassImpl.invokeMethod;groovy.json.JsonException;1;1;1
groovy-all-2.4.15.jar;groovy.lang.MetaClassImpl.invokeMethod;groovy.lang.MissingPropertyException;2;1;2
groovy-all-2.4.15.jar;groovy.lang.MetaClassImpl.invokeMethod;java.lang.IllegalArgumentException;5;4;5
groovy-all-2.4.15.jar;groovy.lang.MetaClassImpl.invokeMethod;java.lang.IllegalStateException;2;1;2
groovy-all-2.4.15.jar;groovy.lang.MetaClassImpl.invokeMethod;java.lang.RuntimeException;4;4;5
groovy-all-2.4.15.jar;groovy.lang.MetaClassImpl.invokeMethod;java.lang.StringIndexOutOfBoundsException;1;1;1
groovy-all-2.4.15.jar;groovy.lang.MetaClassImpl.invokeMethod;org.hibernate.exception.LockAcquisitionException;1;1;1
groovy-all-2.4.15.jar;groovy.lang.MetaClassImpl.invokeMethod;org.hibernate.LazyInitializationException;1;1;3
groovy-all-2.4.15.jar;groovy.lang.MetaClassImpl.invokeMethod;org.hibernate.StaleObjectStateException;2;1;4
groovy-all-2.4.15.jar;groovy.lang.MetaClassImpl.invokeMethod;org.neo4j.graphdb.NotFoundException;1;1;1
groovy-all-2.4.15.jar;groovy.lang.MetaClassImpl.invokeStaticMethod;java.lang.IllegalArgumentException;1;1;1
groovy-all-2.4.15.jar;groovy.lang.MetaClassImpl.invokeStaticMethod;java.lang.RuntimeException;1;1;1
groovy-all-2.4.15.jar;groovy.lang.MetaClassImpl.setProperty;com.thinkaurelius.titan.core.TitanException;1;1;1
groovy-all-2.4.15.jar;groovy.lang.MetaClassImpl.setProperty;java.lang.RuntimeException;1;1;1
groovy-all-2.4.15.jar;groovy.lang.MetaClassImpl.setProperty;java.util.ConcurrentModificationException;1;1;1
groovy-all-2.4.15.jar;groovy.lang.MetaMethod.doMethodInvoke;com.esotericsoftware.kryo.KryoException;1;1;1
groovy-all-2.4.15.jar;groovy.lang.MetaMethod.doMethodInvoke;com.thinkaurelius.titan.core.TitanException;14;1;14
groovy-all-2.4.15.jar;groovy.lang.MetaMethod.doMethodInvoke;groovy.json.JsonException;1;1;1
groovy-all-2.4.15.jar;groovy.lang.MetaMethod.doMethodInvoke;groovy.lang.MissingPropertyException;2;1;2
groovy-all-2.4.15.jar;groovy.lang.MetaMethod.doMethodInvoke;java.lang.IllegalArgumentException;6;5;6
groovy-all-2.4.15.jar;groovy.lang.MetaMethod.doMethodInvoke;java.lang.IllegalStateException;2;1;2
groovy-all-2.4.15.jar;groovy.lang.MetaMethod.doMethodInvoke;java.lang.RuntimeException;5;5;6
groovy-all-2.4.15.jar;groovy.lang.MetaMethod.doMethodInvoke;java.lang.StringIndexOutOfBoundsException;1;1;1
groovy-all-2.4.15.jar;groovy.lang.MetaMethod.doMethodInvoke;java.util.ConcurrentModificationException;1;1;1
groovy-all-2.4.15.jar;groovy.lang.MetaMethod.doMethodInvoke;org.hibernate.exception.LockAcquisitionException;1;1;1
groovy-all-2.4.15.jar;groovy.lang.MetaMethod.doMethodInvoke;org.hibernate.LazyInitializationException;1;1;3
groovy-all-2.4.15.jar;groovy.lang.MetaMethod.doMethodInvoke;org.hibernate.StaleObjectStateException;2;1;4
groovy-all-2.4.15.jar;groovy.lang.MetaMethod.doMethodInvoke;org.neo4j.graphdb.NotFoundException;1;1;1
groovy-all-2.4.15.jar;groovy.ui.GroovyMain.main;java.lang.RuntimeException;1;1;1
groovy-all-2.4.15.jar;groovy.util.GroovyScriptEngine.loadScriptByName;org.codehaus.groovy.control.MultipleCompilationErrorsException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.antlr.AntlrParserPlugin.parseCST;org.codehaus.groovy.control.MultipleCompilationErrorsException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.control.CompilationUnit.applyToSourceUnits;org.codehaus.groovy.control.MultipleCompilationErrorsException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.control.CompilationUnit.compile;org.codehaus.groovy.control.MultipleCompilationErrorsException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.control.ErrorCollector.addError;org.codehaus.groovy.control.MultipleCompilationErrorsException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.control.ErrorCollector.addFatalError;org.codehaus.groovy.control.MultipleCompilationErrorsException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.control.SourceUnit.addError;org.codehaus.groovy.control.MultipleCompilationErrorsException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.control.SourceUnit.parse;org.codehaus.groovy.control.MultipleCompilationErrorsException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.jsr223.GroovyScriptEngineImpl.eval;org.neo4j.kernel.impl.nioneo.store.InvalidRecordException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.reflection.CachedConstructor.doConstructorInvoke;java.lang.RuntimeException;2;1;2
groovy-all-2.4.15.jar;org.codehaus.groovy.reflection.CachedConstructor.invoke;com.thinkaurelius.titan.core.TitanException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.reflection.CachedConstructor.invoke;java.lang.RuntimeException;2;1;2
groovy-all-2.4.15.jar;org.codehaus.groovy.reflection.CachedMethod.invoke;com.esotericsoftware.kryo.KryoException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.reflection.CachedMethod.invoke;com.thinkaurelius.titan.core.TitanException;14;1;14
groovy-all-2.4.15.jar;org.codehaus.groovy.reflection.CachedMethod.invoke;groovy.json.JsonException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.reflection.CachedMethod.invoke;groovy.lang.MissingPropertyException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.reflection.CachedMethod.invoke;java.lang.IllegalArgumentException;6;5;6
groovy-all-2.4.15.jar;org.codehaus.groovy.reflection.CachedMethod.invoke;java.lang.IllegalStateException;2;1;2
groovy-all-2.4.15.jar;org.codehaus.groovy.reflection.CachedMethod.invoke;java.lang.RuntimeException;5;5;6
groovy-all-2.4.15.jar;org.codehaus.groovy.reflection.CachedMethod.invoke;java.lang.StringIndexOutOfBoundsException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.reflection.CachedMethod.invoke;java.util.ConcurrentModificationException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.reflection.CachedMethod.invoke;org.hibernate.exception.LockAcquisitionException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.reflection.CachedMethod.invoke;org.hibernate.LazyInitializationException;1;1;3
groovy-all-2.4.15.jar;org.codehaus.groovy.reflection.CachedMethod.invoke;org.hibernate.StaleObjectStateException;2;1;4
groovy-all-2.4.15.jar;org.codehaus.groovy.reflection.CachedMethod.invoke;org.neo4j.graphdb.NotFoundException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.reflection.CachedMethod.invoke;org.neo4j.kernel.impl.nioneo.store.InvalidRecordException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.AbstractCallSite.call;com.esotericsoftware.kryo.KryoException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.AbstractCallSite.call;com.thinkaurelius.titan.core.TitanException;13;1;14
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.AbstractCallSite.call;groovy.json.JsonException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.AbstractCallSite.call;java.lang.IllegalArgumentException;6;4;6
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.AbstractCallSite.call;java.lang.IllegalStateException;2;1;2
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.AbstractCallSite.call;java.lang.RuntimeException;5;5;5
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.AbstractCallSite.call;java.util.ConcurrentModificationException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.AbstractCallSite.call;org.hibernate.StaleObjectStateException;2;1;4
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.AbstractCallSite.call;org.neo4j.graphdb.NotFoundException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.AbstractCallSite.call;org.neo4j.kernel.impl.nioneo.store.InvalidRecordException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.AbstractCallSite.call;org.parboiled.errors.GrammarException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.AbstractCallSite.callConstructor;com.thinkaurelius.titan.core.TitanException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.AbstractCallSite.callConstructor;java.lang.RuntimeException;2;1;2
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.AbstractCallSite.callCurrent;com.esotericsoftware.kryo.KryoException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.AbstractCallSite.callCurrent;com.thinkaurelius.titan.core.TitanException;12;1;12
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.AbstractCallSite.callCurrent;groovy.lang.MissingPropertyException;2;1;2
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.AbstractCallSite.callCurrent;java.lang.IllegalArgumentException;5;4;5
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.AbstractCallSite.callCurrent;java.lang.IllegalStateException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.AbstractCallSite.callCurrent;java.lang.RuntimeException;3;3;3
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.AbstractCallSite.callCurrent;java.lang.StringIndexOutOfBoundsException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.AbstractCallSite.callCurrent;org.hibernate.exception.LockAcquisitionException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.AbstractCallSite.callCurrent;org.hibernate.LazyInitializationException;1;1;3
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.AbstractCallSite.callCurrent;org.neo4j.graphdb.NotFoundException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.AbstractCallSite.callCurrent;org.parboiled.errors.GrammarException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.AbstractCallSite.callGroovyObjectGetProperty;groovy.lang.MissingPropertyException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.AbstractCallSite.callGroovyObjectGetProperty;org.hibernate.exception.LockAcquisitionException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.AbstractCallSite.callStatic;java.lang.IllegalArgumentException;2;1;2
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.CallSiteArray.defaultCall;com.esotericsoftware.kryo.KryoException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.CallSiteArray.defaultCall;com.thinkaurelius.titan.core.TitanException;13;1;13
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.CallSiteArray.defaultCall;groovy.json.JsonException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.CallSiteArray.defaultCall;groovy.lang.MissingPropertyException;2;1;2
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.CallSiteArray.defaultCall;java.lang.IllegalArgumentException;6;4;6
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.CallSiteArray.defaultCall;java.lang.IllegalStateException;2;1;2
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.CallSiteArray.defaultCall;java.lang.RuntimeException;4;4;4
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.CallSiteArray.defaultCall;java.lang.StringIndexOutOfBoundsException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.CallSiteArray.defaultCall;org.hibernate.LazyInitializationException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.CallSiteArray.defaultCall;org.hibernate.StaleObjectStateException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.CallSiteArray.defaultCall;org.neo4j.graphdb.NotFoundException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.CallSiteArray.defaultCall;org.neo4j.kernel.impl.nioneo.store.InvalidRecordException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.CallSiteArray.defaultCall;org.parboiled.errors.GrammarException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.CallSiteArray.defaultCallConstructor;com.thinkaurelius.titan.core.TitanException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.CallSiteArray.defaultCallConstructor;java.lang.RuntimeException;2;1;2
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.CallSiteArray.defaultCallCurrent;com.thinkaurelius.titan.core.TitanException;1;1;1
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.CallSiteArray.defaultCallCurrent;java.lang.IllegalArgumentException;3;3;3
groovy-all-2.4.15.jar;org.codehaus.groovy.runtime.callsite.CallSiteArray.defaultCallCurrent;java.lang.RuntimeException;1;1;1
